inventory_id,store_id,store_area,store_demand_level,product_id,product_name,category,price,demand_frequency,storage_type,current_stock,optimal_stock,reorder_point,stock_status,avg_daily_sales,total_sold_90days,num_orders_90days,stockout_incidents,days_until_stockout,last_restock_date,inventory_value
INV00002853,DS010,Tambaram,High,P0243,Lifebuoy Soap 125g (4 pack),Personal Care,115,High,Ambient,4,5,3,In Stock,0.7,63,55,2,5.7,2026-02-10,460
INV00002854,DS010,Tambaram,High,P0244,Dove Soap 125g (3 pack),Personal Care,180,Medium,Ambient,5,5,3,In Stock,0.2,18,16,2,25.0,2026-02-11,900
INV00002855,DS010,Tambaram,High,P0245,Pears Soap 125g (3 pack),Personal Care,150,High,Ambient,18,25,7,In Stock,0.0,0,0,0,999.0,2026-02-14,2700
INV00002856,DS010,Tambaram,High,P0246,Lux Soap 125g (3 pack),Personal Care,125,High,Ambient,4,5,3,In Stock,0.61,55,47,0,6.6,2026-02-13,500
INV00002857,DS010,Tambaram,High,P0247,Clinic Plus Shampoo 650ml,Personal Care,265,Low,Ambient,3,5,3,Low Stock,0.08,7,5,0,37.5,2026-02-09,795
INV00002858,DS010,Tambaram,High,P0248,Pantene Shampoo 650ml,Personal Care,385,High,Ambient,2,5,3,Low Stock,0.72,65,54,1,2.8,2026-02-13,770
INV00002859,DS010,Tambaram,High,P0249,Dove Shampoo 650ml,Personal Care,425,Medium,Ambient,5,5,3,In Stock,0.32,29,24,2,15.6,2026-02-12,2125
INV00002860,DS010,Tambaram,High,P0250,Head & Shoulders 650ml,Personal Care,485,High,Ambient,2,5,3,Low Stock,0.8,72,65,2,2.5,2026-02-11,970
INV00002861,DS010,Tambaram,High,P0251,Sunsilk Shampoo 650ml,Personal Care,295,High,Ambient,3,5,3,Low Stock,0.6,54,44,0,5.0,2026-02-09,885
INV00002862,DS010,Tambaram,High,P0252,Colgate Total 300g,Personal Care,185,Medium,Ambient,4,5,3,In Stock,0.29,26,25,2,13.8,2026-02-09,740
INV00002863,DS010,Tambaram,High,P0253,Colgate Maxfresh 150g,Personal Care,105,High,Ambient,4,5,3,In Stock,0.57,51,48,0,7.0,2026-02-15,420
INV00002864,DS010,Tambaram,High,P0254,Pepsodent 200g,Personal Care,85,High,Ambient,2,5,3,Low Stock,0.68,61,55,0,2.9,2026-02-14,170
INV00002865,DS010,Tambaram,High,P0255,Sensodyne Toothpaste 150g,Personal Care,265,Medium,Ambient,4,5,3,In Stock,0.27,24,20,0,14.8,2026-02-12,1060
INV00002866,DS010,Tambaram,High,P0256,Oral B Toothbrush,Personal Care,95,High,Ambient,20,17,5,In Stock,0.0,0,0,0,999.0,2026-02-12,1900
INV00002867,DS010,Tambaram,High,P0257,Gillette Shaving Cream 418g,Personal Care,265,Medium,Ambient,2,5,3,Low Stock,0.22,20,17,2,9.1,2026-02-15,530
INV00002868,DS010,Tambaram,High,P0258,Gillette Mach 3 Razor,Personal Care,285,High,Ambient,5,5,3,In Stock,0.83,75,63,2,6.0,2026-02-13,1425
INV00002869,DS010,Tambaram,High,P0259,Veet Hair Removal Cream 100g,Personal Care,215,High,Ambient,2,5,3,Low Stock,0.68,61,52,2,2.9,2026-02-09,430
INV00002870,DS010,Tambaram,High,P0260,Nivea Body Lotion 400ml,Personal Care,295,High,Ambient,4,5,3,In Stock,0.61,55,47,1,6.6,2026-02-14,1180
INV00002871,DS010,Tambaram,High,P0261,Vaseline Petroleum Jelly 100ml,Personal Care,105,High,Ambient,2,5,3,Low Stock,0.76,68,61,2,2.6,2026-02-10,210
INV00002872,DS010,Tambaram,High,P0262,Ponds Face Cream 100ml,Personal Care,235,Medium,Ambient,4,5,3,In Stock,0.3,27,20,1,13.3,2026-02-12,940
INV00002873,DS010,Tambaram,High,P0263,Fair & Lovely 80g,Personal Care,175,High,Ambient,4,5,3,In Stock,0.74,67,61,0,5.4,2026-02-12,700
INV00002874,DS010,Tambaram,High,P0264,Garnier Face Wash 100g,Personal Care,145,Medium,Ambient,5,5,3,In Stock,0.19,17,14,0,26.3,2026-02-14,725
INV00002875,DS010,Tambaram,High,P0265,Lakmé Face Cream 60g,Personal Care,295,High,Ambient,4,5,3,In Stock,0.48,43,39,2,8.3,2026-02-09,1180
INV00002876,DS010,Tambaram,High,P0266,Johnson Baby Powder 400g,Personal Care,285,High,Ambient,3,5,3,Low Stock,0.73,66,57,0,4.1,2026-02-11,855
INV00002877,DS010,Tambaram,High,P0267,Dettol Handwash Refill 750ml,Personal Care,145,High,Ambient,3,5,3,Low Stock,0.69,62,55,1,4.3,2026-02-13,435
INV00002878,DS010,Tambaram,High,P0268,Savlon Antiseptic Liquid 500ml,Personal Care,165,High,Ambient,14,24,7,In Stock,0.0,0,0,0,999.0,2026-02-14,2310
INV00002879,DS010,Tambaram,High,P0269,Band Aid 10pc,Personal Care,55,Medium,Ambient,3,5,3,Low Stock,0.28,25,21,1,10.7,2026-02-11,165
INV00002880,DS010,Tambaram,High,P0270,Vicks VapoRub 50ml,Personal Care,145,High,Ambient,5,5,3,In Stock,0.7,63,56,0,7.1,2026-02-12,725
INV00002881,DS010,Tambaram,High,P0271,Dettol Antiseptic Liquid 550ml,Personal Care,195,High,Ambient,5,5,3,In Stock,0.7,63,53,0,7.1,2026-02-09,975
INV00002882,DS010,Tambaram,High,P0272,Cotton Buds 100pc,Personal Care,45,High,Ambient,2,5,3,Low Stock,0.72,65,60,1,2.8,2026-02-10,90
INV00002883,DS010,Tambaram,High,P0273,Whisper Ultra XL 15 Pads,Personal Care,185,Medium,Ambient,5,5,3,In Stock,0.2,18,16,1,25.0,2026-02-15,925
INV00002884,DS010,Tambaram,High,P0274,Stayfree Secure XL 20 Pads,Personal Care,195,High,Ambient,5,5,3,In Stock,0.63,57,51,2,7.9,2026-02-11,975
INV00002885,DS010,Tambaram,High,P0275,Sanfe Sanitary Napkins 10pc,Personal Care,155,Medium,Ambient,3,5,3,Low Stock,0.33,30,27,2,9.1,2026-02-15,465
INV00002886,DS010,Tambaram,High,P0276,Pampers Baby Diapers S 20pc,Baby Care,495,Low,Ambient,4,5,3,In Stock,0.2,18,14,1,20.0,2026-02-15,1980
INV00002887,DS010,Tambaram,High,P0277,Pampers Baby Diapers M 18pc,Baby Care,595,Medium,Ambient,3,5,3,Low Stock,0.24,22,19,2,12.5,2026-02-13,1785
INV00002888,DS010,Tambaram,High,P0278,Pampers Baby Diapers L 16pc,Baby Care,695,Low,Ambient,4,5,3,In Stock,0.14,13,10,1,28.6,2026-02-15,2780
INV00002889,DS010,Tambaram,High,P0279,Huggies Diapers S 22pc,Baby Care,485,Medium,Ambient,4,5,3,In Stock,0.21,19,19,1,19.0,2026-02-09,1940
INV00002890,DS010,Tambaram,High,P0280,Mamy Poko Pants M 20pc,Baby Care,575,Medium,Ambient,3,5,3,Low Stock,0.22,20,19,0,13.6,2026-02-13,1725
INV00002891,DS010,Tambaram,High,P0281,Johnson Baby Soap 100g,Baby Care,55,Medium,Ambient,2,5,3,Low Stock,0.33,30,27,0,6.1,2026-02-11,110
INV00002892,DS010,Tambaram,High,P0282,Johnson Baby Shampoo 200ml,Baby Care,175,Medium,Ambient,4,5,3,In Stock,0.36,32,27,2,11.1,2026-02-15,700
INV00002893,DS010,Tambaram,High,P0283,Johnson Baby Lotion 200ml,Baby Care,195,Low,Ambient,2,5,3,Low Stock,0.13,12,10,1,15.4,2026-02-09,390
INV00002894,DS010,Tambaram,High,P0284,Johnson Baby Powder 200g,Baby Care,185,Low,Ambient,5,5,3,In Stock,0.14,13,11,0,35.7,2026-02-12,925
INV00002895,DS010,Tambaram,High,P0285,Himalaya Baby Lotion 200ml,Baby Care,165,Low,Ambient,5,5,3,In Stock,0.11,10,9,2,45.5,2026-02-12,825
INV00002896,DS010,Tambaram,High,P0286,Cerelac Wheat 300g,Baby Care,185,Low,Ambient,5,5,3,In Stock,0.18,16,13,1,27.8,2026-02-11,925
INV00002897,DS010,Tambaram,High,P0287,Cerelac Multi Grain 300g,Baby Care,195,Medium,Ambient,2,5,3,Low Stock,0.26,23,20,2,7.7,2026-02-11,390
INV00002898,DS010,Tambaram,High,P0288,Lactogen 1 (0-6 months) 400g,Baby Care,495,Medium,Ambient,3,5,3,Low Stock,0.21,19,17,0,14.3,2026-02-14,1485
INV00002899,DS010,Tambaram,High,P0289,Farex Baby Food 300g,Baby Care,175,Medium,Ambient,4,5,3,In Stock,0.27,24,23,2,14.8,2026-02-10,700
INV00002900,DS010,Tambaram,High,P0290,Himalaya Baby Wipes 72pc,Baby Care,165,Medium,Ambient,2,5,3,Low Stock,0.26,23,19,0,7.7,2026-02-14,330
INV00002901,DS011,Vadapalani,Medium,P0001,Amul Taaza Toned Milk 500ml,"Dairy, Bread & Eggs",28,High,Refrigerated,4,5,3,In Stock,0.64,58,34,1,6.2,2026-02-14,112
INV00002902,DS011,Vadapalani,Medium,P0002,Amul Taaza Toned Milk 1L,"Dairy, Bread & Eggs",56,High,Refrigerated,2,5,3,Low Stock,0.51,46,31,0,3.9,2026-02-13,112
INV00002903,DS011,Vadapalani,Medium,P0003,Amul Gold Full Cream Milk 500ml,"Dairy, Bread & Eggs",32,High,Refrigerated,2,5,3,Low Stock,0.47,42,30,2,4.3,2026-02-15,64
INV00002904,DS011,Vadapalani,Medium,P0004,Amul Gold Full Cream Milk 1L,"Dairy, Bread & Eggs",64,High,Refrigerated,4,5,3,In Stock,0.54,49,36,0,7.4,2026-02-15,256
INV00002905,DS011,Vadapalani,Medium,P0005,Heritage Fresh Milk 500ml,"Dairy, Bread & Eggs",30,High,Refrigerated,5,5,3,In Stock,0.24,22,18,1,20.8,2026-02-14,150
INV00002906,DS011,Vadapalani,Medium,P0006,Nandini Milk 500ml,"Dairy, Bread & Eggs",26,Medium,Refrigerated,4,5,3,In Stock,0.21,19,12,0,19.0,2026-02-10,104
INV00002907,DS011,Vadapalani,Medium,P0007,Amul Fresh Cream 250ml,"Dairy, Bread & Eggs",85,High,Refrigerated,3,5,3,Low Stock,0.46,41,27,2,6.5,2026-02-13,255
INV00002908,DS011,Vadapalani,Medium,P0008,Amul Masti Curd 400g,"Dairy, Bread & Eggs",32,High,Refrigerated,3,5,3,Low Stock,0.63,57,40,0,4.8,2026-02-13,96
INV00002909,DS011,Vadapalani,Medium,P0009,Mother Dairy Curd 400g,"Dairy, Bread & Eggs",30,High,Refrigerated,5,5,3,In Stock,0.42,38,24,0,11.9,2026-02-12,150
INV00002910,DS011,Vadapalani,Medium,P0010,Nestle Dahi 400g,"Dairy, Bread & Eggs",35,High,Refrigerated,4,5,3,In Stock,0.5,45,28,1,8.0,2026-02-09,140
INV00002911,DS011,Vadapalani,Medium,P0011,Amul Salted Butter 100g,"Dairy, Bread & Eggs",56,High,Refrigerated,4,5,3,In Stock,0.27,24,16,1,14.8,2026-02-15,224
INV00002912,DS011,Vadapalani,Medium,P0012,Amul Salted Butter 500g,"Dairy, Bread & Eggs",270,Medium,Refrigerated,4,5,3,In Stock,0.16,14,10,2,25.0,2026-02-13,1080
INV00002913,DS011,Vadapalani,Medium,P0013,Britannia Butter 100g,"Dairy, Bread & Eggs",54,High,Refrigerated,5,5,3,In Stock,0.21,19,15,2,23.8,2026-02-12,270
INV00002914,DS011,Vadapalani,Medium,P0014,Amul Cheese Slices 200g,"Dairy, Bread & Eggs",130,Medium,Refrigerated,3,5,3,Low Stock,0.17,15,11,1,17.6,2026-02-11,390
INV00002915,DS011,Vadapalani,Medium,P0015,Britannia Cheese Slices 200g,"Dairy, Bread & Eggs",125,Medium,Refrigerated,2,5,3,Low Stock,0.22,20,14,2,9.1,2026-02-15,250
INV00002916,DS011,Vadapalani,Medium,P0016,Amul Processed Cheese Block 200g,"Dairy, Bread & Eggs",110,High,Refrigerated,3,5,3,Low Stock,0.4,36,26,1,7.5,2026-02-15,330
INV00002917,DS011,Vadapalani,Medium,P0017,Mother Dairy Paneer 200g,"Dairy, Bread & Eggs",95,Medium,Refrigerated,2,5,3,Low Stock,0.24,22,15,1,8.3,2026-02-11,190
INV00002918,DS011,Vadapalani,Medium,P0018,Amul Fresh Paneer 200g,"Dairy, Bread & Eggs",90,High,Refrigerated,3,5,3,Low Stock,0.46,41,25,2,6.5,2026-02-09,270
INV00002919,DS011,Vadapalani,Medium,P0019,Nandini Paneer 200g,"Dairy, Bread & Eggs",85,High,Refrigerated,4,5,3,In Stock,0.36,32,21,0,11.1,2026-02-09,340
INV00002920,DS011,Vadapalani,Medium,P0020,Farm Fresh White Eggs 6 pcs,"Dairy, Bread & Eggs",48,High,Refrigerated,4,5,3,In Stock,0.38,34,21,1,10.5,2026-02-13,192
INV00002921,DS011,Vadapalani,Medium,P0021,Farm Fresh Brown Eggs 6 pcs,"Dairy, Bread & Eggs",60,High,Refrigerated,3,5,3,Low Stock,0.46,41,27,0,6.5,2026-02-14,180
INV00002922,DS011,Vadapalani,Medium,P0022,Farm Fresh White Eggs 10 pcs,"Dairy, Bread & Eggs",75,High,Refrigerated,5,5,3,In Stock,0.53,48,29,2,9.4,2026-02-12,375
INV00002923,DS011,Vadapalani,Medium,P0023,Amul Kool Milk Drink 200ml,"Dairy, Bread & Eggs",20,High,Refrigerated,5,5,3,In Stock,0.46,41,31,2,10.9,2026-02-11,100
INV00002924,DS011,Vadapalani,Medium,P0024,Amul Lassi 200ml,"Dairy, Bread & Eggs",25,High,Refrigerated,4,5,3,In Stock,0.58,52,34,0,6.9,2026-02-14,100
INV00002925,DS011,Vadapalani,Medium,P0025,Mother Dairy Mishti Doi 400g,"Dairy, Bread & Eggs",42,Medium,Refrigerated,5,5,3,In Stock,0.28,25,17,1,17.9,2026-02-11,210
INV00002926,DS011,Vadapalani,Medium,P0026,Britannia Bread Large,"Dairy, Bread & Eggs",40,High,Refrigerated,2,5,3,Low Stock,0.48,43,32,1,4.2,2026-02-11,80
INV00002927,DS011,Vadapalani,Medium,P0027,Modern Bread Sandwich,"Dairy, Bread & Eggs",45,Medium,Refrigerated,2,5,3,Low Stock,0.24,22,13,0,8.3,2026-02-11,90
INV00002928,DS011,Vadapalani,Medium,P0028,Harvest Gold Bread,"Dairy, Bread & Eggs",42,High,Refrigerated,3,5,3,Low Stock,0.36,32,21,0,8.3,2026-02-11,126
INV00002929,DS011,Vadapalani,Medium,P0029,English Oven Brown Bread,"Dairy, Bread & Eggs",50,High,Refrigerated,25,24,7,In Stock,0.0,0,0,0,999.0,2026-02-11,1250
INV00002930,DS011,Vadapalani,Medium,P0030,Onion 1kg,Fruits & Vegetables,35,High,Ambient,3,5,3,Low Stock,0.2,18,18,1,15.0,2026-02-10,105
INV00002931,DS011,Vadapalani,Medium,P0031,Tomato 1kg,Fruits & Vegetables,45,High,Ambient,3,5,3,Low Stock,0.24,22,22,1,12.5,2026-02-10,135
INV00002932,DS011,Vadapalani,Medium,P0032,Potato 1kg,Fruits & Vegetables,28,High,Ambient,5,5,3,In Stock,0.26,23,23,1,19.2,2026-02-11,140
INV00002933,DS011,Vadapalani,Medium,P0033,Green Chilli 100g,Fruits & Vegetables,15,High,Ambient,2,5,3,Low Stock,0.27,24,24,0,7.4,2026-02-12,30
INV00002934,DS011,Vadapalani,Medium,P0034,Ginger 200g,Fruits & Vegetables,40,High,Ambient,5,5,3,In Stock,0.28,25,25,2,17.9,2026-02-12,200
INV00002935,DS011,Vadapalani,Medium,P0035,Garlic 250g,Fruits & Vegetables,55,High,Ambient,3,5,3,Low Stock,0.17,15,15,0,17.6,2026-02-09,165
INV00002936,DS011,Vadapalani,Medium,P0036,Coriander Leaves 100g,Fruits & Vegetables,15,High,Refrigerated,5,5,3,In Stock,0.26,23,23,1,19.2,2026-02-09,75
INV00002937,DS011,Vadapalani,Medium,P0037,Curry Leaves 100g,Fruits & Vegetables,20,High,Refrigerated,3,5,3,Low Stock,0.17,15,15,2,17.6,2026-02-13,60
INV00002938,DS011,Vadapalani,Medium,P0038,Lemon 250g (4-5pcs),Fruits & Vegetables,25,High,Ambient,4,5,3,In Stock,0.2,18,18,1,20.0,2026-02-12,100
INV00002939,DS011,Vadapalani,Medium,P0039,Carrot 500g,Fruits & Vegetables,30,High,Ambient,5,5,3,In Stock,0.21,19,19,1,23.8,2026-02-10,150
INV00002940,DS011,Vadapalani,Medium,P0040,Beans 500g,Fruits & Vegetables,45,High,Ambient,5,5,3,In Stock,0.33,30,30,1,15.2,2026-02-12,225
INV00002941,DS011,Vadapalani,Medium,P0041,Capsicum Green 500g,Fruits & Vegetables,50,High,Ambient,5,5,3,In Stock,0.34,31,31,2,14.7,2026-02-12,250
INV00002942,DS011,Vadapalani,Medium,P0042,Cabbage 1pc,Fruits & Vegetables,35,High,Ambient,5,5,3,In Stock,0.28,25,25,2,17.9,2026-02-09,175
INV00002943,DS011,Vadapalani,Medium,P0043,Cauliflower 1pc,Fruits & Vegetables,40,High,Ambient,2,5,3,Low Stock,0.24,22,22,2,8.3,2026-02-14,80
INV00002944,DS011,Vadapalani,Medium,P0044,Brinjal 500g,Fruits & Vegetables,35,High,Ambient,2,5,3,Low Stock,0.29,26,26,1,6.9,2026-02-12,70
INV00002945,DS011,Vadapalani,Medium,P0045,Ladies Finger 500g,Fruits & Vegetables,40,High,Ambient,3,5,3,Low Stock,0.26,23,23,0,11.5,2026-02-09,120
INV00002946,DS011,Vadapalani,Medium,P0046,Beetroot 500g,Fruits & Vegetables,35,High,Ambient,2,5,3,Low Stock,0.22,20,20,0,9.1,2026-02-09,70
INV00002947,DS011,Vadapalani,Medium,P0047,Radish White 500g,Fruits & Vegetables,30,High,Ambient,2,5,3,Low Stock,0.32,29,29,0,6.2,2026-02-11,60
INV00002948,DS011,Vadapalani,Medium,P0048,Bottle Gourd 1pc,Fruits & Vegetables,35,High,Ambient,5,5,3,In Stock,0.37,33,33,1,13.5,2026-02-10,175
INV00002949,DS011,Vadapalani,Medium,P0049,Bitter Gourd 500g,Fruits & Vegetables,45,High,Ambient,5,5,3,In Stock,0.24,22,22,0,20.8,2026-02-10,225
INV00002950,DS011,Vadapalani,Medium,P0050,Banana Robusta 6pcs,Fruits & Vegetables,35,High,Ambient,5,5,3,In Stock,0.24,22,22,2,20.8,2026-02-13,175
INV00002951,DS011,Vadapalani,Medium,P0051,Apple Shimla 4pcs,Fruits & Vegetables,140,High,Ambient,4,5,3,In Stock,0.19,17,17,1,21.1,2026-02-13,560
INV00002952,DS011,Vadapalani,Medium,P0052,Pomegranate 1pc,Fruits & Vegetables,85,High,Ambient,4,5,3,In Stock,0.18,16,16,0,22.2,2026-02-10,340
INV00002953,DS011,Vadapalani,Medium,P0053,Orange 500g,Fruits & Vegetables,50,High,Ambient,2,5,3,Low Stock,0.24,22,22,1,8.3,2026-02-09,100
INV00002954,DS011,Vadapalani,Medium,P0054,Sweet Lime 500g,Fruits & Vegetables,45,High,Ambient,2,5,3,Low Stock,0.24,22,22,0,8.3,2026-02-14,90
INV00002955,DS011,Vadapalani,Medium,P0055,Watermelon 1pc (3-4kg),Fruits & Vegetables,80,High,Ambient,3,5,3,Low Stock,0.2,18,18,2,15.0,2026-02-14,240
INV00002956,DS011,Vadapalani,Medium,P0056,Papaya 1pc,Fruits & Vegetables,45,High,Ambient,3,5,3,Low Stock,0.32,29,29,2,9.4,2026-02-13,135
INV00002957,DS011,Vadapalani,Medium,P0057,Grapes Green 500g,Fruits & Vegetables,90,High,Ambient,5,5,3,In Stock,0.27,24,24,1,18.5,2026-02-15,450
INV00002958,DS011,Vadapalani,Medium,P0058,Mango (Seasonal),Fruits & Vegetables,120,High,Ambient,2,5,3,Low Stock,0.34,31,31,0,5.9,2026-02-14,240
INV00002959,DS011,Vadapalani,Medium,P0059,Pineapple 1pc,Fruits & Vegetables,55,High,Ambient,2,5,3,Low Stock,0.17,15,15,1,11.8,2026-02-13,110
INV00002960,DS011,Vadapalani,Medium,P0060,Coca Cola 750ml,Cold Drinks & Juices,40,High,Refrigerated,5,5,3,In Stock,0.43,39,26,0,11.6,2026-02-12,200
INV00002961,DS011,Vadapalani,Medium,P0061,Coca Cola 2.25L,Cold Drinks & Juices,95,Medium,Refrigerated,5,5,3,In Stock,0.17,15,7,1,29.4,2026-02-11,475
INV00002962,DS011,Vadapalani,Medium,P0062,Pepsi 750ml,Cold Drinks & Juices,40,Medium,Refrigerated,2,5,3,Low Stock,0.19,17,10,0,10.5,2026-02-13,80
INV00002963,DS011,Vadapalani,Medium,P0063,Pepsi 2L,Cold Drinks & Juices,90,High,Refrigerated,4,5,3,In Stock,0.33,30,19,1,12.1,2026-02-10,360
INV00002964,DS011,Vadapalani,Medium,P0064,Sprite 750ml,Cold Drinks & Juices,40,Medium,Refrigerated,5,5,3,In Stock,0.16,14,9,0,31.2,2026-02-12,200
INV00002965,DS011,Vadapalani,Medium,P0065,Thumbs Up 750ml,Cold Drinks & Juices,40,Medium,Refrigerated,4,5,3,In Stock,0.17,15,8,2,23.5,2026-02-12,160
INV00002966,DS011,Vadapalani,Medium,P0066,Fanta 750ml,Cold Drinks & Juices,40,High,Refrigerated,5,5,3,In Stock,0.48,43,27,2,10.4,2026-02-11,200
INV00002967,DS011,Vadapalani,Medium,P0067,Mountain Dew 750ml,Cold Drinks & Juices,40,High,Refrigerated,4,5,3,In Stock,0.36,32,20,2,11.1,2026-02-09,160
INV00002968,DS011,Vadapalani,Medium,P0068,Thums Up 2.25L,Cold Drinks & Juices,95,High,Refrigerated,2,5,3,Low Stock,0.36,32,21,0,5.6,2026-02-10,190
INV00002969,DS011,Vadapalani,Medium,P0069,Bisleri Water 1L,Cold Drinks & Juices,20,High,Ambient,5,5,3,In Stock,0.37,33,22,2,13.5,2026-02-11,100
INV00002970,DS011,Vadapalani,Medium,P0070,Bisleri Water 2L,Cold Drinks & Juices,35,High,Ambient,5,5,3,In Stock,0.51,46,31,1,9.8,2026-02-12,175
INV00002971,DS011,Vadapalani,Medium,P0071,Kinley Water 1L,Cold Drinks & Juices,20,High,Ambient,4,5,3,In Stock,0.41,37,26,1,9.8,2026-02-13,80
INV00002972,DS011,Vadapalani,Medium,P0072,Aquafina Water 1L,Cold Drinks & Juices,20,Medium,Ambient,4,5,3,In Stock,0.16,14,10,1,25.0,2026-02-10,80
INV00002973,DS011,Vadapalani,Medium,P0073,Red Bull Energy Drink 250ml,Cold Drinks & Juices,125,Medium,Refrigerated,5,5,3,In Stock,0.11,10,8,0,45.5,2026-02-10,625
INV00002974,DS011,Vadapalani,Medium,P0074,Sting Energy Drink 250ml,Cold Drinks & Juices,20,Medium,Refrigerated,4,5,3,In Stock,0.21,19,13,1,19.0,2026-02-13,80
INV00002975,DS011,Vadapalani,Medium,P0075,Monster Energy Drink 500ml,Cold Drinks & Juices,150,Medium,Refrigerated,4,5,3,In Stock,0.13,12,9,1,30.8,2026-02-09,600
INV00002976,DS011,Vadapalani,Medium,P0076,Real Fruit Juice Mixed Fruit 1L,Cold Drinks & Juices,130,Medium,Refrigerated,2,5,3,Low Stock,0.19,17,12,0,10.5,2026-02-12,260
INV00002977,DS011,Vadapalani,Medium,P0077,Real Fruit Juice Mango 1L,Cold Drinks & Juices,130,High,Refrigerated,2,5,3,Low Stock,0.46,41,26,1,4.3,2026-02-13,260
INV00002978,DS011,Vadapalani,Medium,P0078,Tropicana Orange 1L,Cold Drinks & Juices,145,High,Refrigerated,4,5,3,In Stock,0.52,47,32,1,7.7,2026-02-09,580
INV00002979,DS011,Vadapalani,Medium,P0079,Tropicana Mixed Fruit 1L,Cold Drinks & Juices,145,High,Refrigerated,11,24,7,In Stock,0.0,0,0,0,999.0,2026-02-14,1595
INV00002980,DS011,Vadapalani,Medium,P0080,Minute Maid Pulpy Orange 400ml,Cold Drinks & Juices,45,Medium,Refrigerated,2,5,3,Low Stock,0.14,13,10,1,14.3,2026-02-13,90
INV00002981,DS011,Vadapalani,Medium,P0081,Frooti Mango Drink 160ml,Cold Drinks & Juices,10,High,Refrigerated,4,5,3,In Stock,0.56,50,34,1,7.1,2026-02-10,40
INV00002982,DS011,Vadapalani,Medium,P0082,Frooti Mango Drink 1.2L,Cold Drinks & Juices,60,High,Refrigerated,3,5,3,Low Stock,0.42,38,28,1,7.1,2026-02-14,180
INV00002983,DS011,Vadapalani,Medium,P0083,Maaza Mango Drink 1.2L,Cold Drinks & Juices,60,High,Refrigerated,4,5,3,In Stock,0.22,20,14,2,18.2,2026-02-10,240
INV00002984,DS011,Vadapalani,Medium,P0084,Paper Boat Aam Panna 250ml,Cold Drinks & Juices,40,Medium,Refrigerated,5,5,3,In Stock,0.24,22,14,0,20.8,2026-02-13,200
INV00002985,DS011,Vadapalani,Medium,P0085,Paper Boat Jaljeera 250ml,Cold Drinks & Juices,40,High,Refrigerated,2,5,3,Low Stock,0.31,28,18,1,6.5,2026-02-09,80
INV00002986,DS011,Vadapalani,Medium,P0086,Rasna Orange 750ml,Cold Drinks & Juices,35,High,Refrigerated,3,5,3,Low Stock,0.37,33,25,2,8.1,2026-02-13,105
INV00002987,DS011,Vadapalani,Medium,P0087,Tang Instant Drink 750g,Cold Drinks & Juices,320,Medium,Refrigerated,2,5,3,Low Stock,0.11,10,9,1,18.2,2026-02-12,640
INV00002988,DS011,Vadapalani,Medium,P0088,Nestle Iced Tea Lemon 500ml,Cold Drinks & Juices,40,High,Refrigerated,5,5,3,In Stock,0.32,29,18,0,15.6,2026-02-14,200
INV00002989,DS011,Vadapalani,Medium,P0089,Lays Classic Salted 50g,Snacks & Munchies,20,High,Ambient,3,5,3,Low Stock,0.17,15,13,2,17.6,2026-02-12,60
INV00002990,DS011,Vadapalani,Medium,P0090,Lays Classic Salted 90g,Snacks & Munchies,35,Medium,Ambient,5,5,3,In Stock,0.18,16,14,1,27.8,2026-02-12,175
INV00002991,DS011,Vadapalani,Medium,P0091,Lays American Style Cream & Onion 50g,Snacks & Munchies,20,High,Ambient,4,5,3,In Stock,0.19,17,15,0,21.1,2026-02-10,80
INV00002992,DS011,Vadapalani,Medium,P0092,Kurkure Masala Munch 90g,Snacks & Munchies,20,High,Ambient,5,5,3,In Stock,0.41,37,31,1,12.2,2026-02-14,100
INV00002993,DS011,Vadapalani,Medium,P0093,Kurkure Solid Masti 90g,Snacks & Munchies,20,Medium,Ambient,10,11,3,In Stock,0.0,0,0,0,999.0,2026-02-10,200
INV00002994,DS011,Vadapalani,Medium,P0094,Bingo Mad Angles 72g,Snacks & Munchies,20,High,Ambient,3,5,3,Low Stock,0.39,35,28,2,7.7,2026-02-14,60
INV00002995,DS011,Vadapalani,Medium,P0095,Doritos Nacho Cheese 150g,Snacks & Munchies,75,High,Ambient,3,5,3,Low Stock,0.34,31,25,2,8.8,2026-02-09,225
INV00002996,DS011,Vadapalani,Medium,P0096,Pringles Original 107g,Snacks & Munchies,130,High,Ambient,3,5,3,Low Stock,0.29,26,21,0,10.3,2026-02-13,390
INV00002997,DS011,Vadapalani,Medium,P0097,Haldirams Aloo Bhujia 200g,Snacks & Munchies,50,High,Ambient,5,5,3,In Stock,0.24,22,17,1,20.8,2026-02-12,250
INV00002998,DS011,Vadapalani,Medium,P0098,Haldirams Moong Dal 200g,Snacks & Munchies,55,High,Ambient,4,5,3,In Stock,0.33,30,26,0,12.1,2026-02-15,220
INV00002999,DS011,Vadapalani,Medium,P0099,Haldirams Sev Bhujia 400g,Snacks & Munchies,95,High,Ambient,4,5,3,In Stock,0.28,25,23,0,14.3,2026-02-10,380
INV00003000,DS011,Vadapalani,Medium,P0100,Bikaji Bhujia 200g,Snacks & Munchies,48,High,Ambient,4,5,3,In Stock,0.21,19,19,2,19.0,2026-02-10,192
INV00003001,DS011,Vadapalani,Medium,P0101,Parle G Biscuits 376g,Snacks & Munchies,40,High,Ambient,3,5,3,Low Stock,0.39,35,30,0,7.7,2026-02-13,120
